order_id,account_id,order_day,amount_inr,is_return
ORD001985,ACC00405,47,2518.32,False
ORD001986,ACC00405,49,1087.31,False
ORD001987,ACC00406,13,762.12,True
ORD001988,ACC00406,38,697.69,False
ORD001989,ACC00406,59,932.61,True
ORD001990,ACC00406,1,503.98,False
ORD001991,ACC00407,44,459.55,False
ORD001992,ACC00407,53,1285.88,False
ORD001993,ACC00407,30,860.53,False
ORD001994,ACC00407,13,398.86,False
ORD001995,ACC00407,33,775.77,False
ORD001996,ACC00407,49,251.77,False
ORD001997,ACC00407,32,1842.69,False
ORD001998,ACC00407,53,527.38,False
ORD001999,ACC00407,0,426.88,False
ORD002000,ACC00408,59,674.69,False
ORD002001,ACC00408,58,917.83,True
ORD002002,ACC00408,21,499.51,True
ORD002003,ACC00408,55,260.13,False
ORD002004,ACC00408,4,199.48,False
ORD002005,ACC00408,6,668.29,False
ORD002006,ACC00408,19,230.03,False
ORD002007,ACC00409,17,1901.4,False
ORD002008,ACC00409,21,1283.1,False
ORD002009,ACC00409,47,896.24,False
ORD002010,ACC00409,48,516.08,False
ORD002011,ACC00409,47,1361.76,False
ORD002012,ACC00410,53,344.6,False
ORD002013,ACC00410,7,711.27,False
ORD002014,ACC00410,37,554.95,False
ORD002015,ACC00410,44,891.73,False
ORD002016,ACC00411,6,410.31,False
ORD002017,ACC00411,34,792.5,False
ORD002018,ACC00411,56,2703.98,False
ORD002019,ACC00412,25,1059.45,False
ORD002020,ACC00412,41,525.26,False
ORD002021,ACC00412,37,1333.94,False
ORD002022,ACC00412,29,1281.9,False
ORD002023,ACC00412,18,964.98,True
ORD002024,ACC00412,41,1051.08,False
ORD002025,ACC00412,7,422.15,False
ORD002026,ACC00413,17,800.64,False
ORD002027,ACC00413,31,1014.2,False
ORD002028,ACC00413,45,1358.45,False
ORD002029,ACC00413,6,720.09,False
ORD002030,ACC00413,20,2179.03,False
ORD002031,ACC00413,34,1127.45,False
ORD002032,ACC00413,55,615.61,False
ORD002033,ACC00414,56,1324.16,False
ORD002034,ACC00414,2,1257.85,False
ORD002035,ACC00414,38,1856.42,False
ORD002036,ACC00414,26,225.48,False
ORD002037,ACC00414,11,1370.88,True
ORD002038,ACC00415,57,1749.58,False
ORD002039,ACC00415,14,781.4,True
ORD002040,ACC00415,22,428.16,False
ORD002041,ACC00415,1,1178.44,False
ORD002042,ACC00416,59,373.19,False
ORD002043,ACC00416,35,698.44,False
ORD002044,ACC00416,27,1145.93,False
ORD002045,ACC00416,28,222.08,False
ORD002046,ACC00416,37,1430.42,False
ORD002047,ACC00417,18,2070.79,False
ORD002048,ACC00417,10,176.13,False
ORD002049,ACC00417,49,1765.76,False
ORD002050,ACC00417,17,803.62,False
ORD002051,ACC00417,21,521.94,False
ORD002052,ACC00417,38,730.16,False
ORD002053,ACC00417,16,1635.53,False
ORD002054,ACC00418,44,742.61,True
ORD002055,ACC00418,26,1760.33,True
ORD002056,ACC00418,38,1608.88,False
ORD002057,ACC00419,13,263.14,False
ORD002058,ACC00419,10,1240.47,False
ORD002059,ACC00419,28,1208.54,False
ORD002060,ACC00419,44,1458.6,False
ORD002061,ACC00420,53,740.24,False
ORD002062,ACC00420,9,504.4,True
ORD002063,ACC00420,48,2060.31,False
ORD002064,ACC00420,46,278.01,False
ORD002065,ACC00420,11,578.91,False
ORD002066,ACC00421,31,1067.05,False
ORD002067,ACC00421,22,529.27,False
ORD002068,ACC00421,16,2306.21,False
ORD002069,ACC00422,29,848.31,False
ORD002070,ACC00422,6,1917.63,False
ORD002071,ACC00422,30,1467.89,False
ORD002072,ACC00422,6,1158.0,False
ORD002073,ACC00422,9,268.55,False
ORD002074,ACC00422,11,339.7,False
ORD002075,ACC00422,41,842.68,False
ORD002076,ACC00422,52,62.98,False
ORD002077,ACC00423,14,1139.97,False
ORD002078,ACC00423,38,419.27,False
ORD002079,ACC00423,12,1389.73,False
ORD002080,ACC00423,28,1552.69,False
ORD002081,ACC00423,25,1163.22,False
ORD002082,ACC00423,15,1852.36,False
ORD002083,ACC00424,49,105.64,False
ORD002084,ACC00424,44,740.59,False
ORD002085,ACC00424,40,2013.27,False
ORD002086,ACC00424,16,474.81,False
ORD002087,ACC00424,40,369.46,False
ORD002088,ACC00425,48,1070.42,False
ORD002089,ACC00425,51,1333.76,False
ORD002090,ACC00425,46,491.77,False
ORD002091,ACC00425,30,763.94,False
ORD002092,ACC00425,40,665.04,False
ORD002093,ACC00425,50,468.82,False
ORD002094,ACC00426,20,1401.04,False
ORD002095,ACC00426,15,540.5,True
ORD002096,ACC00426,43,784.05,False
ORD002097,ACC00426,51,1073.11,False
ORD002098,ACC00426,47,790.39,False
ORD002099,ACC00427,42,1424.12,True
ORD002100,ACC00427,27,438.2,True
ORD002101,ACC00427,44,1071.34,False
ORD002102,ACC00428,4,577.23,False
ORD002103,ACC00428,58,296.65,False
ORD002104,ACC00428,0,1025.58,False
ORD002105,ACC00428,52,536.16,False
ORD002106,ACC00429,3,193.1,False
ORD002107,ACC00429,6,819.93,False
ORD002108,ACC00429,3,1698.31,False
ORD002109,ACC00429,18,360.01,False
ORD002110,ACC00429,57,296.3,False
ORD002111,ACC00430,6,355.32,False
ORD002112,ACC00430,18,1435.15,False
ORD002113,ACC00431,0,273.42,False
ORD002114,ACC00431,58,1567.27,False
ORD002115,ACC00431,43,429.89,False
ORD002116,ACC00431,54,769.2,False
ORD002117,ACC00431,57,745.63,False
ORD002118,ACC00431,10,2415.23,False
ORD002119,ACC00431,30,2336.2,False
ORD002120,ACC00432,49,898.93,False
ORD002121,ACC00432,43,272.0,False
ORD002122,ACC00432,42,650.59,False
ORD002123,ACC00432,2,584.18,False
ORD002124,ACC00432,57,1324.01,True
ORD002125,ACC00432,6,1118.38,False
ORD002126,ACC00432,34,1791.51,False
ORD002127,ACC00433,56,239.64,False
ORD002128,ACC00433,53,1188.92,True
ORD002129,ACC00433,40,395.29,False
ORD002130,ACC00434,49,770.94,False
ORD002131,ACC00434,39,1476.62,False
ORD002132,ACC00434,24,470.57,False
ORD002133,ACC00434,51,890.82,False
ORD002134,ACC00434,9,1632.25,False
ORD002135,ACC00434,45,665.85,False
ORD002136,ACC00435,34,2110.01,False
ORD002137,ACC00435,11,391.59,False
ORD002138,ACC00435,28,1109.79,False
ORD002139,ACC00436,47,659.01,False
ORD002140,ACC00436,21,572.08,False
ORD002141,ACC00436,37,42.97,False
ORD002142,ACC00436,53,368.03,False
ORD002143,ACC00437,48,1094.2,False
ORD002144,ACC00437,58,77.86,False
ORD002145,ACC00437,41,796.62,False
ORD002146,ACC00437,7,221.04,False
ORD002147,ACC00438,40,771.05,False
ORD002148,ACC00438,2,1407.82,False
ORD002149,ACC00438,20,1279.18,False
ORD002150,ACC00438,1,1574.63,False
ORD002151,ACC00438,49,1057.08,False
ORD002152,ACC00438,55,288.17,False
ORD002153,ACC00439,27,1994.66,False
ORD002154,ACC00439,28,203.27,False
ORD002155,ACC00439,18,1013.82,True
ORD002156,ACC00440,48,655.8,False
ORD002157,ACC00440,34,635.34,False
ORD002158,ACC00441,25,760.52,False
ORD002159,ACC00441,0,914.78,False
ORD002160,ACC00441,57,458.09,False
ORD002161,ACC00441,1,1613.55,False
ORD002162,ACC00441,28,646.54,False
ORD002163,ACC00441,47,1153.54,False
ORD002164,ACC00441,22,278.85,False
ORD002165,ACC00441,12,854.56,False
ORD002166,ACC00441,14,829.69,False
ORD002167,ACC00442,41,569.0,False
ORD002168,ACC00442,49,1548.2,True
ORD002169,ACC00442,51,1208.43,False
ORD002170,ACC00442,7,2030.75,False
ORD002171,ACC00442,42,1048.14,False
ORD002172,ACC00442,10,903.77,False
ORD002173,ACC00442,9,291.9,True
ORD002174,ACC00442,14,1140.72,False
ORD002175,ACC00443,45,868.26,False
ORD002176,ACC00443,24,1133.68,False
ORD002177,ACC00443,50,1582.01,False
ORD002178,ACC00443,5,771.72,False
ORD002179,ACC00443,56,250.38,False
ORD002180,ACC00443,1,1745.8,False
ORD002181,ACC00444,16,1210.74,False
ORD002182,ACC00444,31,970.14,True
ORD002183,ACC00444,30,959.28,False
ORD002184,ACC00444,7,934.69,False
ORD002185,ACC00444,47,1103.69,False
ORD002186,ACC00444,15,797.23,False
ORD002187,ACC00444,35,341.53,False
ORD002188,ACC00444,21,3317.39,False
ORD002189,ACC00444,13,418.91,False
ORD002190,ACC00445,33,506.57,False
ORD002191,ACC00445,49,1687.26,False
ORD002192,ACC00445,56,134.2,False
ORD002193,ACC00445,48,780.14,False
ORD002194,ACC00445,41,335.13,False
ORD002195,ACC00446,35,1034.71,False
ORD002196,ACC00446,3,1471.68,False
ORD002197,ACC00446,27,1083.66,False
ORD002198,ACC00446,21,1012.53,False
ORD002199,ACC00446,13,337.59,False
ORD002200,ACC00447,24,1031.24,False
ORD002201,ACC00447,7,1222.84,False
ORD002202,ACC00447,1,358.93,False
ORD002203,ACC00447,59,1220.4,True
ORD002204,ACC00447,5,577.06,False
ORD002205,ACC00447,54,1035.25,False
ORD002206,ACC00448,51,1176.18,False
ORD002207,ACC00448,48,535.88,False
ORD002208,ACC00448,54,989.8,False
ORD002209,ACC00448,55,1897.63,False
ORD002210,ACC00448,20,540.68,False
ORD002211,ACC00448,7,585.16,False
ORD002212,ACC00449,25,1365.91,False
ORD002213,ACC00449,55,439.61,False
ORD002214,ACC00449,28,710.74,False
ORD002215,ACC00449,4,2824.94,False
ORD002216,ACC00449,27,492.57,False
ORD002217,ACC00450,14,1558.45,False
ORD002218,ACC00450,9,747.2,False
ORD002219,ACC00450,6,2262.83,False
ORD002220,ACC00450,25,771.11,False
ORD002221,ACC00450,15,717.66,True
ORD002222,ACC00450,19,691.71,False
ORD002223,ACC00451,45,527.7,False
ORD002224,ACC00451,16,2445.29,False
ORD002225,ACC00451,43,671.3,False
ORD002226,ACC00452,22,1486.47,False
ORD002227,ACC00452,59,1328.49,False
ORD002228,ACC00452,23,743.94,False
ORD002229,ACC00453,26,1052.45,True
ORD002230,ACC00453,30,386.75,False
ORD002231,ACC00453,33,712.68,False
ORD002232,ACC00453,5,1299.28,False
ORD002233,ACC00453,40,343.91,False
ORD002234,ACC00454,47,2173.16,False
ORD002235,ACC00454,46,1727.09,False
ORD002236,ACC00455,35,176.84,False
ORD002237,ACC00455,27,1345.49,False
ORD002238,ACC00455,42,2396.43,True
ORD002239,ACC00455,49,686.13,False
ORD002240,ACC00455,38,670.91,True
ORD002241,ACC00456,45,951.03,False
ORD002242,ACC00456,23,957.35,True
ORD002243,ACC00456,39,645.11,False
ORD002244,ACC00456,41,1619.53,True
ORD002245,ACC00456,44,1295.11,False
ORD002246,ACC00456,54,343.71,False
ORD002247,ACC00456,5,1763.61,False
ORD002248,ACC00456,11,1134.79,False
ORD002249,ACC00457,55,246.24,False
ORD002250,ACC00457,32,362.25,False
ORD002251,ACC00457,59,2937.83,False
ORD002252,ACC00457,23,1211.08,False
ORD002253,ACC00457,27,272.77,False
ORD002254,ACC00457,30,438.57,False
ORD002255,ACC00457,7,182.42,True
ORD002256,ACC00457,3,483.89,False
ORD002257,ACC00458,42,1859.33,False
ORD002258,ACC00458,30,3786.11,False
ORD002259,ACC00458,59,1398.2,True
ORD002260,ACC00458,52,302.23,False
ORD002261,ACC00458,42,806.79,False
ORD002262,ACC00458,57,1390.55,False
ORD002263,ACC00458,46,215.96,False
ORD002264,ACC00458,31,1720.59,False
ORD002265,ACC00458,54,123.69,False
ORD002266,ACC00459,54,402.67,False
ORD002267,ACC00459,25,1504.42,False
ORD002268,ACC00459,4,299.48,False
ORD002269,ACC00459,51,80.8,False
ORD002270,ACC00459,33,819.88,False
ORD002271,ACC00459,45,2384.3,False
ORD002272,ACC00460,29,503.84,False
ORD002273,ACC00460,4,795.96,False
ORD002274,ACC00460,11,2804.22,False
ORD002275,ACC00460,31,410.02,False
ORD002276,ACC00460,53,105.3,False
ORD002277,ACC00460,48,382.61,False
ORD002278,ACC00460,13,1340.4,False
ORD002279,ACC00461,3,1141.96,False
ORD002280,ACC00461,3,1262.18,False
ORD002281,ACC00461,4,878.7,False
ORD002282,ACC00461,19,525.03,True
ORD002283,ACC00461,52,99.73,False
ORD002284,ACC00462,15,479.43,False
ORD002285,ACC00462,11,421.62,False
ORD002286,ACC00462,38,572.15,False
ORD002287,ACC00462,15,963.0,True
ORD002288,ACC00463,50,131.79,False
ORD002289,ACC00463,43,1344.19,False
ORD002290,ACC00463,30,161.99,False
ORD002291,ACC00463,52,1387.46,False
ORD002292,ACC00463,52,322.43,False
ORD002293,ACC00464,19,1359.01,False
ORD002294,ACC00464,33,1010.18,False
ORD002295,ACC00464,32,1034.57,False
ORD002296,ACC00464,30,1006.34,False
ORD002297,ACC00464,18,1977.14,False
ORD002298,ACC00464,9,1453.28,False
ORD002299,ACC00465,34,1488.28,False
ORD002300,ACC00465,13,128.47,False
ORD002301,ACC00465,13,1700.69,False
ORD002302,ACC00465,43,429.74,False
ORD002303,ACC00465,1,1247.66,False
ORD002304,ACC00465,7,454.64,False
ORD002305,ACC00466,55,535.51,False
ORD002306,ACC00466,14,498.18,False
ORD002307,ACC00466,15,201.56,False
ORD002308,ACC00466,11,1561.93,False
ORD002309,ACC00467,26,1234.57,False
ORD002310,ACC00467,53,1206.51,False
ORD002311,ACC00468,3,574.24,False
ORD002312,ACC00468,40,634.25,False
ORD002313,ACC00468,37,659.53,False
ORD002314,ACC00468,29,2524.95,False
ORD002315,ACC00468,38,1765.59,False
ORD002316,ACC00468,51,414.55,False
ORD002317,ACC00468,34,2470.01,False
ORD002318,ACC00468,22,292.37,False
ORD002319,ACC00468,25,576.72,False
ORD002320,ACC00468,34,708.11,False
ORD002321,ACC00469,34,718.88,False
ORD002322,ACC00469,22,1011.26,False
ORD002323,ACC00469,46,1493.79,False
ORD002324,ACC00469,49,398.97,False
ORD002325,ACC00469,59,1184.08,False
ORD002326,ACC00469,26,581.98,False
ORD002327,ACC00469,6,1620.47,False
ORD002328,ACC00469,29,408.95,False
ORD002329,ACC00469,26,204.49,False
ORD002330,ACC00469,12,1337.95,False
ORD002331,ACC00470,35,225.87,False
ORD002332,ACC00470,7,584.98,False
ORD002333,ACC00470,8,896.1,False
ORD002334,ACC00470,58,526.35,False
ORD002335,ACC00470,11,796.75,False
ORD002336,ACC00470,36,1501.48,False
ORD002337,ACC00470,13,3131.05,False
ORD002338,ACC00471,52,1314.38,False
ORD002339,ACC00471,29,377.45,False
ORD002340,ACC00471,52,503.68,False
ORD002341,ACC00472,13,1431.46,False
ORD002342,ACC00472,16,589.16,False
ORD002343,ACC00472,58,616.6,False
ORD002344,ACC00472,5,752.76,False
ORD002345,ACC00472,30,2561.01,False
ORD002346,ACC00472,42,898.4,False
ORD002347,ACC00473,3,1763.94,False
ORD002348,ACC00473,58,2431.88,True
ORD002349,ACC00473,25,2042.1,False
ORD002350,ACC00473,37,902.57,False
ORD002351,ACC00473,35,576.45,False
ORD002352,ACC00473,22,915.05,False
ORD002353,ACC00473,22,1008.55,False
ORD002354,ACC00474,39,1943.88,False
ORD002355,ACC00474,58,260.16,False
ORD002356,ACC00474,51,3502.57,False
ORD002357,ACC00474,44,1043.4,False
ORD002358,ACC00474,17,1849.13,False
ORD002359,ACC00474,31,1093.96,False
ORD002360,ACC00475,43,1105.31,False
ORD002361,ACC00475,32,564.71,False
ORD002362,ACC00475,1,1315.66,False
ORD002363,ACC00475,41,1251.21,False
ORD002364,ACC00475,2,676.24,False
ORD002365,ACC00475,18,414.83,False
ORD002366,ACC00476,4,716.72,False
ORD002367,ACC00476,59,1164.56,False
ORD002368,ACC00476,36,1695.0,False
ORD002369,ACC00476,37,382.62,False
ORD002370,ACC00476,52,649.35,False
ORD002371,ACC00476,29,476.48,False
ORD002372,ACC00477,44,899.76,False
ORD002373,ACC00477,15,697.6,False
ORD002374,ACC00477,58,1463.38,False
ORD002375,ACC00478,7,858.08,False
ORD002376,ACC00478,26,303.71,False
ORD002377,ACC00479,32,1349.85,False
ORD002378,ACC00479,52,1301.41,False
ORD002379,ACC00479,19,1374.8,False
ORD002380,ACC00479,56,352.31,False
ORD002381,ACC00479,56,884.94,False
ORD002382,ACC00480,1,1450.9,False
ORD002383,ACC00480,39,602.58,False
ORD002384,ACC00480,48,2368.86,False
ORD002385,ACC00480,49,2437.06,False
ORD002386,ACC00480,51,812.67,False
ORD002387,ACC00480,19,1216.63,True
ORD002388,ACC00480,6,757.79,False
ORD002389,ACC00481,59,374.91,False
ORD002390,ACC00481,14,215.97,False
ORD002391,ACC00481,9,1025.41,False
ORD002392,ACC00481,56,965.61,False
ORD002393,ACC00481,59,684.64,False
ORD002394,ACC00481,51,922.09,False
ORD002395,ACC00481,36,1402.93,False
ORD002396,ACC00482,6,2477.53,False
ORD002397,ACC00482,37,230.95,False
ORD002398,ACC00482,34,454.97,False
ORD002399,ACC00482,1,183.55,False
ORD002400,ACC00483,37,1311.13,False
ORD002401,ACC00483,50,1048.28,True
ORD002402,ACC00483,57,204.5,False
ORD002403,ACC00483,21,236.3,False
ORD002404,ACC00483,15,215.92,False
ORD002405,ACC00483,18,532.51,False
ORD002406,ACC00483,34,924.52,True
ORD002407,ACC00483,15,284.04,True
ORD002408,ACC00484,31,1989.57,True
ORD002409,ACC00484,56,197.39,False
ORD002410,ACC00484,47,654.57,False
ORD002411,ACC00485,9,783.5,False
ORD002412,ACC00485,24,1442.24,False
ORD002413,ACC00485,33,757.45,False
ORD002414,ACC00485,18,1608.2,False
ORD002415,ACC00485,13,1339.8,False
ORD002416,ACC00486,0,216.43,False
ORD002417,ACC00486,30,1400.12,False
ORD002418,ACC00486,51,419.41,False
ORD002419,ACC00486,0,673.01,False
ORD002420,ACC00486,40,296.53,False
ORD002421,ACC00487,23,2076.35,False
ORD002422,ACC00487,55,1042.49,False
ORD002423,ACC00487,37,615.59,True
ORD002424,ACC00487,38,783.36,False
ORD002425,ACC00487,44,399.67,False
ORD002426,ACC00487,17,681.18,False
ORD002427,ACC00487,55,653.6,False
ORD002428,ACC00488,12,298.68,False
ORD002429,ACC00488,25,203.59,False
ORD002430,ACC00488,16,1785.9,False
ORD002431,ACC00488,20,337.65,False
ORD002432,ACC00488,27,1268.73,False
ORD002433,ACC00489,55,1421.26,False
ORD002434,ACC00489,31,953.45,False
ORD002435,ACC00489,27,1058.46,False
ORD002436,ACC00489,33,1942.28,False
ORD002437,ACC00490,34,789.08,True
ORD002438,ACC00490,2,733.01,False
ORD002439,ACC00490,45,504.21,False
ORD002440,ACC00490,22,334.81,False
ORD002441,ACC00490,47,987.28,False
ORD002442,ACC00491,1,133.65,False
ORD002443,ACC00491,2,779.07,False
ORD002444,ACC00491,14,1223.1,False
ORD002445,ACC00491,54,155.25,False
ORD002446,ACC00491,11,1327.7,False
ORD002447,ACC00492,41,2319.29,True
ORD002448,ACC00492,45,889.81,True
ORD002449,ACC00492,8,1480.18,False
ORD002450,ACC00493,38,1310.66,False
ORD002451,ACC00493,29,637.06,True
ORD002452,ACC00493,36,1476.99,False
ORD002453,ACC00493,58,474.83,False
ORD002454,ACC00493,38,686.07,False
ORD002455,ACC00493,39,1120.84,False
ORD002456,ACC00494,19,1826.43,True
ORD002457,ACC00494,41,665.67,False
ORD002458,ACC00494,59,753.65,True
ORD002459,ACC00494,20,192.74,False
ORD002460,ACC00494,23,1442.99,False
ORD002461,ACC00494,55,462.1,False
ORD002462,ACC00495,45,1343.46,False
ORD002463,ACC00495,20,648.3,False
ORD002464,ACC00495,57,998.71,False
ORD002465,ACC00496,53,144.71,False
ORD002466,ACC00496,54,375.98,False
ORD002467,ACC00496,41,1233.5,False
ORD002468,ACC00496,20,957.72,False
ORD002469,ACC00497,42,358.26,False
ORD002470,ACC00497,5,1169.82,False
ORD002471,ACC00497,38,542.52,False
ORD002472,ACC00497,18,787.05,False
ORD002473,ACC00497,5,139.81,False
ORD002474,ACC00497,30,115.29,False
ORD002475,ACC00497,50,1691.4,False
ORD002476,ACC00497,59,640.9,False
ORD002477,ACC00498,58,1525.04,False
ORD002478,ACC00498,15,636.68,False
ORD002479,ACC00499,19,1171.9,False
ORD002480,ACC00499,12,734.82,False
ORD002481,ACC00499,14,959.45,False
ORD002482,ACC00500,57,387.38,False
ORD002483,ACC00500,20,676.66,False
ORD002484,ACC00500,14,461.33,True
ORD002485,ACC00500,53,422.43,False
ORD002486,ACC00501,47,573.57,False
ORD002487,ACC00501,2,1211.64,False
ORD002488,ACC00501,16,344.07,False
ORD002489,ACC00501,24,2709.33,False
ORD002490,ACC00501,4,1384.68,False
ORD002491,ACC00502,51,904.57,False
ORD002492,ACC00502,58,926.81,False
ORD002493,ACC00502,41,1024.11,False
ORD002494,ACC00502,27,1300.93,False
ORD002495,ACC00503,39,1791.77,False
ORD002496,ACC00503,28,556.78,False
ORD002497,ACC00503,59,929.89,False
ORD002498,ACC00503,50,363.82,True
ORD002499,ACC00503,57,574.28,False
ORD002500,ACC00503,44,2778.61,False
ORD002501,ACC00504,30,389.71,False
ORD002502,ACC00504,11,1430.8,False
ORD002503,ACC00504,28,486.28,False
ORD002504,ACC00504,33,1246.24,False
ORD002505,ACC00504,55,649.99,False
ORD002506,ACC00504,37,64.45,False
ORD002507,ACC00505,12,335.43,False
ORD002508,ACC00505,28,194.95,False
ORD002509,ACC00505,11,1438.87,False
ORD002510,ACC00506,58,1014.55,False
ORD002511,ACC00506,4,1094.03,False
ORD002512,ACC00506,51,412.11,False
ORD002513,ACC00507,3,1092.09,False
ORD002514,ACC00507,42,535.92,False
ORD002515,ACC00507,11,952.7,False
ORD002516,ACC00507,48,193.73,False
ORD002517,ACC00507,18,299.81,False
ORD002518,ACC00508,56,915.03,True
ORD002519,ACC00508,34,1055.0,False
ORD002520,ACC00508,31,632.65,False
ORD002521,ACC00509,35,644.03,False
ORD002522,ACC00509,29,746.74,False
ORD002523,ACC00509,40,582.55,False
ORD002524,ACC00509,2,1083.53,False
ORD002525,ACC00510,17,1200.9,False
ORD002526,ACC00510,57,2310.91,False
ORD002527,ACC00510,40,397.95,False
ORD002528,ACC00510,31,573.69,False
ORD002529,ACC00510,45,613.82,True
ORD002530,ACC00511,57,1065.55,False
ORD002531,ACC00511,18,844.9,False
ORD002532,ACC00512,18,818.09,False
ORD002533,ACC00512,19,1643.85,False
ORD002534,ACC00512,39,1986.18,False
ORD002535,ACC00512,40,287.0,False
ORD002536,ACC00512,28,489.41,False
ORD002537,ACC00512,14,193.82,True
ORD002538,ACC00512,24,361.41,False
ORD002539,ACC00513,19,350.05,False
ORD002540,ACC00513,34,560.33,False
ORD002541,ACC00513,54,250.36,False
ORD002542,ACC00513,37,498.2,False
ORD002543,ACC00513,58,340.25,False
ORD002544,ACC00513,19,452.94,False
ORD002545,ACC00514,46,2265.56,False
ORD002546,ACC00514,39,504.43,False
ORD002547,ACC00514,6,1120.0,False
ORD002548,ACC00514,55,3715.5,False
ORD002549,ACC00514,32,1479.98,False
ORD002550,ACC00515,32,491.49,False
ORD002551,ACC00515,15,1904.98,True
ORD002552,ACC00515,8,754.77,False
ORD002553,ACC00516,49,789.79,False
ORD002554,ACC00516,28,455.18,False
ORD002555,ACC00516,34,1884.26,False
ORD002556,ACC00516,25,1399.7,False
ORD002557,ACC00517,59,319.32,True
ORD002558,ACC00517,18,1779.6,False
ORD002559,ACC00517,47,256.26,False
ORD002560,ACC00517,23,209.33,False
ORD002561,ACC00517,4,822.35,False
ORD002562,ACC00517,10,809.53,False
ORD002563,ACC00517,18,1023.09,False
ORD002564,ACC00518,23,870.58,False
ORD002565,ACC00518,14,1115.63,False
ORD002566,ACC00519,36,1517.48,False
ORD002567,ACC00519,21,655.45,False
ORD002568,ACC00519,21,286.7,False
ORD002569,ACC00519,12,335.46,False
ORD002570,ACC00519,44,203.75,False
ORD002571,ACC00519,6,427.21,False
ORD002572,ACC00520,15,494.55,False
ORD002573,ACC00520,26,728.63,False
ORD002574,ACC00520,53,1464.89,False
ORD002575,ACC00520,53,234.32,False
ORD002576,ACC00520,36,573.14,False
ORD002577,ACC00521,53,3393.75,False
ORD002578,ACC00521,26,452.55,False
ORD002579,ACC00521,31,818.72,False
ORD002580,ACC00521,22,1694.27,False
ORD002581,ACC00521,38,46.61,False
ORD002582,ACC00521,38,110.73,False
ORD002583,ACC00522,40,1014.64,False
ORD002584,ACC00522,47,468.81,False
ORD002585,ACC00522,52,398.3,False
ORD002586,ACC00522,1,283.95,False
ORD002587,ACC00522,10,2005.22,False
ORD002588,ACC00522,10,499.4,False
ORD002589,ACC00523,55,1048.86,False
ORD002590,ACC00523,48,459.36,False
ORD002591,ACC00523,57,690.92,False
ORD002592,ACC00524,40,790.74,False
ORD002593,ACC00525,0,271.05,False
ORD002594,ACC00525,46,601.81,False
ORD002595,ACC00525,13,233.94,False
ORD002596,ACC00525,0,3506.6,False
ORD002597,ACC00525,24,481.33,False
ORD002598,ACC00525,49,575.78,False
ORD002599,ACC00525,7,456.75,False
ORD002600,ACC00525,51,51.95,False
ORD002601,ACC00526,24,556.25,False
ORD002602,ACC00526,3,610.48,False
ORD002603,ACC00526,45,101.92,False
ORD002604,ACC00527,38,346.39,False
ORD002605,ACC00527,38,1981.82,False
ORD002606,ACC00527,26,846.95,False
ORD002607,ACC00527,42,407.29,False
ORD002608,ACC00527,56,1340.25,False
ORD002609,ACC00528,24,2959.33,True
ORD002610,ACC00528,14,1039.16,False
ORD002611,ACC00528,1,265.71,False
ORD002612,ACC00528,57,727.7,False
ORD002613,ACC00528,5,865.86,True
ORD002614,ACC00529,53,456.39,False
ORD002615,ACC00529,9,444.51,False
ORD002616,ACC00529,15,920.72,False
ORD002617,ACC00529,39,259.06,False
ORD002618,ACC00529,53,153.89,False
ORD002619,ACC00529,24,1285.56,False
ORD002620,ACC00529,15,359.35,False
ORD002621,ACC00529,20,1545.8,False
ORD002622,ACC00530,3,777.97,False
ORD002623,ACC00530,21,579.1,False
ORD002624,ACC00530,31,442.08,False
ORD002625,ACC00530,12,780.23,False
ORD002626,ACC00531,17,435.38,False
ORD002627,ACC00531,56,1439.57,True
ORD002628,ACC00531,13,1424.6,True
ORD002629,ACC00531,55,901.99,False
ORD002630,ACC00531,55,764.55,False
ORD002631,ACC00531,36,151.0,False
ORD002632,ACC00531,6,293.03,False
ORD002633,ACC00531,37,909.61,True
ORD002634,ACC00532,47,972.35,False
ORD002635,ACC00532,34,2138.36,False
ORD002636,ACC00532,22,271.09,False
ORD002637,ACC00532,15,772.61,False
ORD002638,ACC00532,16,793.09,False
ORD002639,ACC00533,31,736.93,False
ORD002640,ACC00533,26,951.87,False
ORD002641,ACC00533,39,1419.89,False
ORD002642,ACC00533,13,765.65,False
ORD002643,ACC00533,24,690.18,False
ORD002644,ACC00533,5,263.58,False
ORD002645,ACC00533,6,120.26,False
ORD002646,ACC00534,33,741.6,False
ORD002647,ACC00534,16,508.19,False
ORD002648,ACC00535,52,1318.49,False
ORD002649,ACC00535,10,1617.15,True
ORD002650,ACC00535,32,801.4,False
ORD002651,ACC00536,22,565.61,False
ORD002652,ACC00536,39,390.29,False
ORD002653,ACC00536,24,1576.85,False
ORD002654,ACC00536,1,409.84,False
ORD002655,ACC00536,1,790.24,False
ORD002656,ACC00537,20,821.82,False
ORD002657,ACC00537,15,273.72,False
ORD002658,ACC00538,7,351.59,False
ORD002659,ACC00538,40,739.98,False
ORD002660,ACC00538,13,929.05,False
ORD002661,ACC00538,51,1011.15,False
ORD002662,ACC00538,10,1027.09,False
ORD002663,ACC00538,1,1608.47,False
ORD002664,ACC00538,23,1525.47,False
ORD002665,ACC00539,19,647.07,False
ORD002666,ACC00539,20,1074.53,False
ORD002667,ACC00539,6,1544.01,False
ORD002668,ACC00539,35,2058.86,False
ORD002669,ACC00539,46,86.77,False
